model,id,type,maxZ,maxP,maxT,maxGrad,time.maxP,tstar.maxP,time.maxT,tstar.maxT,cls,recovered,phi,zc,z1100,age,cv
cdh46,130,7,42400.47265625,12114.420758928572,509.7231750488281,0.005583031514011535,9307820.534471028,1,9307820.534471028,1,14,TRUE,55,59,46,55,100
cdh46,131,7,106563.671875,30446.76339285714,977.8558349609375,0.0066144101696095714,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,132,7,68782.8828125,19652.25223214286,801.390625,0.0076820075488894,9307820.534471028,1,9307820.534471028,1,2,FALSE,55,59,46,55,100
cdh46,133,7,82274.4375,23506.982142857145,976.93048095703125,0.00855588324085511,8939505.711959654,0.9604295311509995,8939505.711959654,0.9604295311509995,1,FALSE,55,59,46,55,100
cdh46,133,27,96129.265625,27465.504464285717,1002.3900146484375,0.007587595826371814,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,134,7,68270.625,19505.892857142855,801.3291015625,0.007738747104812648,9307820.534471028,1,9307820.534471028,1,2,FALSE,55,59,46,55,100
cdh46,135,7,108486.203125,30996.058035714286,974.94659423828125,0.006470376637935094,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,136,7,111614.015625,31889.71875,963.29986572265625,0.006184705942683049,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,137,8,112956.1796875,32273.194196428572,953.41461181640625,0.006023704180672663,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,138,7,111759.9296875,31931.40848214286,961.8770751953125,0.006163900399020752,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,139,8,113725.40625,32492.973214285717,936.6138916015625,0.005835229905820297,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,140,7,112630.390625,32180.11160714286,961.897705078125,0.006116446025405277,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,141,8,113159.046875,32331.15625,958.37408447265625,0.00605673256712517,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,142,7,112345.484375,32098.709821428572,964.4290771484375,0.0061544892613618896,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,143,8,113795.96875,32513.13392857143,940.8184814453125,0.005868560097348022,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,144,7,107759.4609375,30788.417410714286,983.59429931640625,0.006594263678885214,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,145,8,113583.4375,32452.410714285717,952.89398193359375,0.005985854952959966,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,146,8,113705.890625,32487.397321428572,932.1807861328125,0.005797243946725495,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,147,8,114356.96875,32673.41964285714,896.82952880859375,0.005455107245561664,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,148,8,113782.65625,32509.33035714286,931.40716552734375,0.00578653361792425,9307820.534471028,1,9307820.534471028,1,1,FALSE,55,59,46,55,100
cdh46,149,8,114697.765625,32770.79017857143,883.993408203125,0.005326986143747079,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,150,8,114277.71875,32650.77678571429,909.450439453125,0.005569330980831511,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,151,8,114567.21875,32733.491071428572,896.36346435546875,0.005441028168063727,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,152,8,113977.375,32564.964285714286,932.1715087890625,0.005783354010294258,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,153,8,114611.5,32746.14285714286,901.78729248046875,0.005486249569026396,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,154,8,114299.765625,32657.075892857145,925.8134765625,0.005711415705822887,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,155,8,115007.078125,32859.165178571435,885.51727294921875,0.00532590935214857,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,156,8,115092.25,32883.5,860.07958984375,0.005100948064215879,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,157,8,115066.875,32876.25,856.0386962890625,0.005066955162283346,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,158,8,114785.578125,32795.87946428572,878.0987548828125,0.005271557322504991,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,159,8,115723.5625,33063.875,836.17303466796875,0.004866537310998949,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,160,8,114899.953125,32828.55803571428,876.69293212890625,0.005254074659822941,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,161,8,115658.96875,33045.419642857145,840.79583740234375,0.004909224451323355,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,162,8,115318.546875,32948.15625,863.52520751953125,0.005120817279805246,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,163,8,115732.609375,33066.45982142857,843.344482421875,0.004928122553374987,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,164,8,115352.8125,32957.94642857143,871.08453369140625,0.005184828360308998,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,165,8,115930.953125,33123.12946428572,841.432861328125,0.00490320182837818,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
cdh46,166,8,115943.046875,33126.58482142857,817.562255859375,0.004696808222113363,9307820.534471028,1,9307820.534471028,1,3,FALSE,55,59,46,55,100
